50	2017-05-17	4	5	4,6	0x336633ff	650000	20950000	30개월	6.10%	754704	1
51	2017-05-18	6	8	6	0x000000ff	200000	38930000	18개월	6.10%	2268722	2
52	2017-05-18	1	2	4,6,7	0x1a3399ff	1800000	24200000	36개월	6.90%	746120	1
53	2017-05-18	7	2	1,3,5	0x994d66ff	1020000	24200000	24개월	6.30%	1075833	5
54	2017-05-18	5	3	3,4,5	0xe6994dff	870000	39600000	18개월	5.70%	2300608	5
55	2017-05-18	10	4	1,7	0x000000ff	1750000	38200000	6개월	4.50%	6450490	3
56	2017-05-18	2	5	1,3,5,7	0xccffffff	2170000	20950000	24개월	5.30%	921923	4
57	2017-05-18	10	6	2,5,7	0x999999ff	2250000	31900000	18개월	6.90%	1870602	1
58	2017-05-19	7	7	3,5	0x1a0068ff	420000	33300000	30개월	6.30%	1202611	2
59	2017-05-19	4	8	3,6	0xccccccff	520000	38930000	18개월	4.70%	2244142	1
60	2017-05-19	2	9	1,6	0x336633ff	800000	25800000	18개월	6.50%	1508219	5
61	2017-05-19	5	10	2	0x663366ff	1000000	29160000	36개월	6.30%	891073	4
62	2017-05-19	3	11	3,6	0x4d4d4dff	520000	30900000	6개월	5.90%	5238985	4
63	2017-05-19	10	9	1,3,5,7	0xff6666ff	2170000	25800000	24개월	6.10%	1144635	2
64	2017-05-19	2	3	2,4,6	0x000000ff	1650000	39600000	18개월	5.90%	2304186	3
65	2017-05-19	1	8	2,3	0x666666ff	1320000	38930000	12개월	6.10%	3352356	3
66	2017-05-19	4	5	1,3,5	0xff0000ff	1020000	20950000	12개월	6.50%	1807910	5
67	2017-05-19	6	10	3,5	0x0000ffff	420000	29160000	36개월	6.90%	899044	3
68	2017-05-19	10	12	4,6	0xe6e64dff	650000	36550000	24개월	6.30%	1624864	2
69	2017-05-19	6	7	5,6,7	0x1a0068ff	1450000	33300000	12개월	6.90%	2879806	2
70	2017-05-20	5	14	3,4,5	0xffffffff	870000	50540000	24개월	5.90%	2237687	2
71	2017-05-20	9	1	3,6	0x994d66ff	520000	38800000	18개월	5.90%	2257637	3
72	2017-05-20	9	15	1,2,6	0xe6994dff	1800000	24600000	18개월	5.90%	1431388	2
73	2017-05-20	7	1	1,2,3,4,5	0x000000ff	3820000	38800000	18개월	5.50%	2250628	3
74	2017-05-20	8	2	1,4	0xccffffff	2200000	24200000	36개월	5.90%	735115	3
75	2017-05-20	10	4	2,4,6,7	0x999999ff	1650000	38200000	24개월	6.70%	1705122	3
76	2017-05-20	4	6	4,6	0x1a0068ff	1800000	31900000	30개월	5.50%	1140543	1
77	2017-05-20	5	12	3,4,5,6,7	0xccccccff	1070000	36550000	30개월	6.10%	1316679	3
78	2017-05-21	5	13	3,5	0x4d001aff	1570000	37650000	24개월	5.50%	1660201	2
79	2017-05-21	7	15	1,2,6	0xffffffff	2950000	24600000	24개월	6.50%	1095838	5
80	2017-05-21	2	14	3,4,5,6	0x336633ff	870000	50540000	6개월	4.50%	8534234	5
81	2017-05-21	5	5	4,6,7	0x001a80ff	650000	20950000	30개월	6.10%	754704	5
82	2017-05-21	6	8	6,7	0x000000ff	200000	38930000	18개월	6.10%	2268722	5
83	2017-05-21	9	2	4,6,7	0x1a3399ff	1800000	24200000	36개월	6.90%	746120	3
84	2017-05-22	6	2	1,3,5	0x994d66ff	1020000	24200000	24개월	6.30%	1075833	5
85	2017-05-22	5	3	3,4,5	0x994d66ff	870000	39600000	18개월	5.70%	2300608	5
86	2017-05-22	6	4	1,7	0xe6994dff	1750000	38200000	6개월	4.50%	6450490	2
87	2017-05-22	3	5	1,3,5,7	0x000000ff	2170000	20950000	24개월	5.30%	921923	1
88	2017-05-22	7	6	2,5,7	0xccffffff	2250000	31900000	18개월	6.90%	1870602	4
89	2017-05-22	5	7	3,5	0x999999ff	420000	33300000	30개월	6.30%	1202611	1
90	2017-05-22	7	8	3,6	0x1a0068ff	520000	38930000	18개월	4.70%	2244142	2
91	2017-05-22	9	9	1,6	0xccccccff	800000	25800000	18개월	6.50%	1508219	4
92	2017-05-22	4	10	2	0x663366ff	1000000	29160000	36개월	6.30%	891073	1
93	2017-05-22	4	11	3,6,7	0x4d4d4dff	520000	30900000	6개월	5.90%	5238985	1
94	2017-05-23	3	9	1,3	0xff6666ff	2170000	25800000	24개월	6.10%	1144635	2
95	2017-05-23	2	3	2,4,6	0xccccccff	1650000	39600000	18개월	5.90%	2304186	2
96	2017-05-23	6	8	2,3,4	0x4d001aff	1320000	38930000	12개월	6.10%	3352356	3
97	2017-05-23	3	5	2,4,5	0xffffffff	1020000	20950000	12개월	6.50%	1807910	2
98	2017-05-23	6	10	2,3,5	0x336633ff	420000	29160000	36개월	6.90%	899044	2
99	2017-05-23	4	12	4,6,7	0x001a80ff	650000	36550000	24개월	6.30%	1624864	5
100	2017-05-23	9	7	5,6	0x000000ff	1450000	33300000	12개월	6.90%	2879806	2
101	2017-05-23	5	14	2,3,5	0xffffffff	870000	50540000	24개월	5.90%	2237687	2
102	2017-05-23	2	1	3,6,7	0xe6e6e6ff	520000	38800000	18개월	5.90%	2257637	3
103	2017-05-24	7	15	1,2,6,7	0x005000ff	1800000	24600000	18개월	5.90%	1431388	5
104	2017-05-24	8	1	1,2,3	0x1a3399ff	3820000	38800000	18개월	5.50%	2250628	3
105	2017-05-24	7	2	1,2	0x4d1a4dff	2200000	24200000	36개월	5.90%	735115	4
106	2017-05-24	8	4	2,3	0xccffffff	1650000	38200000	24개월	6.70%	1705122	4
107	2017-05-24	2	6	4	0x999999ff	1800000	31900000	30개월	5.50%	1140543	3
108	2017-05-24	9	12	3,4	0x1a0068ff	1070000	36550000	30개월	6.10%	1316679	5
109	2017-05-24	3	13	3,5,6	0xccccccff	1570000	37650000	24개월	5.50%	1660201	4
110	2017-05-25	10	15	1,2,6	0x663366ff	2950000	24600000	24개월	6.50%	1095838	3
111	2017-05-25	1	14	5,7	0xe6994dff	870000	50540000	6개월	4.50%	8534234	2
112	2017-05-25	1	5	1,2,7	0x000000ff	650000	20950000	30개월	6.10%	754704	3
113	2017-05-25	8	8	6,7	0xccffffff	200000	38930000	18개월	6.10%	2268722	4
114	2017-05-25	4	2	4,6	0x999999ff	1800000	24200000	36개월	6.90%	746120	3
115	2017-05-25	5	2	2,3,5	0x1a0068ff	1020000	24200000	24개월	6.30%	1075833	5
116	2017-05-25	2	3	1,3,4,5	0xccccccff	870000	39600000	18개월	5.70%	2300608	2
117	2017-05-25	2	4	2,7	0x000000ff	1750000	38200000	6개월	4.50%	6450490	4
118	2017-05-26	2	5	1,3,5,6	0xccffffff	2170000	20950000	24개월	5.30%	921923	5
119	2017-05-26	1	6	1,2,5	0x999999ff	2250000	31900000	18개월	6.90%	1870602	2
120	2017-05-26	8	7	3,4	0x1a0068ff	420000	33300000	30개월	6.30%	1202611	2
121	2017-05-26	6	8	4,5,6	0xccccccff	520000	38930000	18개월	4.70%	2244142	1
122	2017-05-26	6	9	2,3	0x336633ff	800000	25800000	18개월	6.50%	1508219	2
123	2017-05-26	3	10	1,6,7	0x663366ff	1000000	29160000	36개월	6.30%	891073	5
124	2017-05-26	5	11	3,5,6	0x4d4d4dff	520000	30900000	6개월	5.90%	5238985	4
